,m318,m858,m50,m527,m1198,m904,m260,m750,m912,m2762,m913,m1193,m923,m908,m1221,m593,m1252,m2028,m1136,m2324,m1234,m2858,m2571,m1197,m1233,m1196,m296,m1213,m541,m608,m1225,m969,m1278,m919,m1247,m1208,m2804,m110,m2692,m1617,m3114,m1219,m1304,m1358,m1242,m111,m1288,m1704,m1214,m3147,m1240,m1,m1230,m1089,m1291,m2396,m1200,m2997,m1294,m1036,m2918,m1222,m47,m3578,m1258,m457,m1259,m1090,m1387,m356,m1206,m2959,m150,m1307,m924,m589,m1961,m3421,m1610,m3671,m1210,m1394,m3471,m2194,m920,m1674,m1270,m1079,m2791,m1097,m1265,m1784,m223,m32,m1954,m1220,m2268,m2599,m3481,m590
u5273,2.0,5.0,,,,,,4.0,5.0,,5.0,,4.0,4.0,,4.0,5.0,,5.0,,4.0,,,4.0,,4.0,,4.0,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,,,,3.0,5.0,,5.0,4.0,,5.0,5.0,,,,,5.0,5.0,,,3.0,5.0,,5.0,,3.0,,,,,,4.0,,,1.0,,,,3.0,,,,,,2.0,,5.0,,,5.0,4.0,4.0,5.0,5.0,,,,,,,,,,,5.0
u5274,,5.0,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,2.0,,,,,3.0,,,,,,3.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
u5275,5.0,,,5.0,,,,,,,,,5.0,,,5.0,,5.0,,,,,,,,,5.0,,,5.0,,,,4.0,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,5.0,,,,,4.0,,,,,,3.0,,,,,,,5.0,,,,,,,5.0,,,2.0
u5276,,4.0,,3.0,4.0,,3.0,,,4.0,,3.0,,,,,,4.0,,3.0,,,4.0,,,,2.0,3.0,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,3.0,
u5277,,4.0,,5.0,5.0,,4.0,4.0,,4.0,4.0,5.0,,5.0,4.0,,,5.0,4.0,3.0,4.0,,4.0,3.0,,2.0,2.0,5.0,4.0,,4.0,4.0,3.0,5.0,5.0,5.0,,,4.0,4.0,3.0,3.0,5.0,,,4.0,4.0,,5.0,,3.0,4.0,5.0,,3.0,3.0,4.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,3.0,5.0,,4.0,,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,3.0,,2.0,4.0,,5.0,4.0,3.0,4.0,5.0,4.0,,,4.0,3.0,4.0,,3.0,3.0,4.0
u5278,,5.0,,,,,,,5.0,3.0,,,5.0,,,,,,,,,,5.0,5.0,,5.0,,,5.0,4.0,,5.0,,,,,4.0,,5.0,,,,5.0,,,,,,,2.0,5.0,,2.0,,,,5.0,1.0,,,,,,,,,,,3.0,,,2.0,,5.0,5.0,,,,,,3.0,,,,5.0,,5.0,,,5.0,,,,5.0,,,,,,
u5279,,,,,4.0,,,,4.0,,,,,,,,,4.0,,,,5.0,,4.0,,,,,,,,,,3.0,,,,,5.0,,,,,,,,,3.0,,,,,5.0,,,4.0,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,,,,,3.0,,,,,,,,,
u528,5.0,,,,,,2.0,3.0,3.0,4.0,,,,,,1.0,,5.0,4.0,,,5.0,5.0,5.0,,3.0,,,1.0,,,,,,,,,4.0,,4.0,5.0,,,,5.0,,,5.0,,5.0,3.0,5.0,,,4.0,5.0,,,,4.0,5.0,3.0,2.0,5.0,,4.0,,4.0,,5.0,,,4.0,4.0,,3.0,,,5.0,,4.0,3.0,,,,,4.0,,4.0,,4.0,3.0,4.0,,3.0,4.0,5.0,2.0,2.0,5.0
u5280,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,
u5281,5.0,5.0,,5.0,5.0,,5.0,,,,,5.0,,,4.0,,,,,,4.0,,,5.0,,5.0,,,,,,,5.0,,,,5.0,4.0,,,,,4.0,,5.0,,,,5.0,,5.0,,4.0,,4.0,,5.0,,,4.0,4.0,5.0,,,,,,,5.0,5.0,,,,4.0,,4.0,4.0,,,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,,4.0,5.0,5.0,4.0,,,5.0,4.0,,4.0,,4.0
u5282,,,,,5.0,,,,3.0,2.0,,,,,,,,,,4.0,5.0,5.0,,4.0,,5.0,,,,,,,5.0,,,,5.0,,,,5.0,,,,,,,,,,,5.0,,,,3.0,,5.0,,,5.0,,,5.0,,,,,,4.0,,5.0,,5.0,,,,,,,,3.0,,,,,4.0,,,,4.0,3.0,,,,,,,3.0,
u5283,,,,,4.0,,5.0,,,2.0,4.0,,,,,,,,,,,5.0,,,,5.0,,,5.0,,,,,4.0,,,,,,5.0,5.0,,,,4.0,,,,5.0,,5.0,4.0,,,5.0,,4.0,5.0,,4.0,3.0,3.0,,5.0,,,,,,,,5.0,,4.0,3.0,4.0,,,,4.0,5.0,,,4.0,,,5.0,,,4.0,,,,5.0,,4.0,,,3.0,3.0
u5284,5.0,5.0,5.0,4.0,5.0,,,,3.0,,,4.0,,,5.0,4.0,,4.0,,,5.0,,5.0,5.0,,,5.0,4.0,4.0,2.0,,,,,,,,5.0,,,3.0,,,,,,,5.0,,,5.0,,,,5.0,4.0,,,,,,,,5.0,,,,,,,,2.0,,4.0,,,,,4.0,,5.0,,,,3.0,,4.0,,,,,,,,,,4.0,,,5.0
u5285,,,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,5.0,,,,
u5286,,5.0,,,5.0,,4.0,,,,,,,5.0,5.0,,,5.0,,5.0,5.0,,,4.0,5.0,5.0,,,,,,,5.0,,,,,,4.0,,3.0,,4.0,,,,5.0,,4.0,,,4.0,5.0,,,,,5.0,4.0,,5.0,,,,,,5.0,,5.0,4.0,,,,5.0,,,,,,4.0,,4.0,,,,,4.0,4.0,5.0,,4.0,5.0,,,,,,5.0,5.0,
u5287,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,4.0,,,,,,,,5.0,,,,,,3.0,,4.0,,,,,,5.0,,,,5.0,,4.0,,,4.0,4.0,4.0,,,,,,,,5.0,,,,4.0,,,4.0,,,4.0,4.0,5.0,,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,,,,4.0,,,,
u5288,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,4.0,
u5289,,5.0,,,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,5.0,,5.0,,3.0,,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,,4.0,,5.0,4.0,,,5.0,,,5.0,,,5.0,3.0,,3.0,4.0,4.0,,,,3.0,3.0,,4.0,3.0,,4.0,,4.0,,4.0,4.0,4.0,3.0,5.0,,,3.0,,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,,,,4.0,,,4.0,4.0
u529,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,,4.0,,5.0,,,5.0,,5.0,5.0,5.0,1.0,,,5.0,,,,,,5.0,2.0,,4.0,,,5.0,3.0,,,,,4.0,4.0,,,5.0,,,,,4.0,,,,,5.0,,,,,,5.0,,,,4.0,
u5290,5.0,,,,,,,,,5.0,,5.0,,,,,,,,,,5.0,,,,2.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
u5291,5.0,5.0,,5.0,,3.0,4.0,,,,,,,3.0,,5.0,4.0,,,,,5.0,,,4.0,4.0,5.0,3.0,,,5.0,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,5.0,5.0,4.0,,5.0,,4.0,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,3.0,4.0,,,,,,,,5.0,,,,,,
u5292,,5.0,,,,,,,5.0,,4.0,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,5.0,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,3.0,,,,,,,,,,,,,,,
u5293,5.0,,4.0,4.0,5.0,,,,,,,,,,,,,4.0,,,,,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,4.0,4.0,,,4.0,4.0,,,4.0,5.0,,,,4.0,,,,4.0,,3.0,4.0,,,,,4.0,,,,3.0,,,,,,,,,,,4.0,3.0,5.0,,4.0,,,3.0,,,4.0,4.0,,
u5294,,,,,,,4.0,5.0,5.0,5.0,,,,,,,,,,,,5.0,5.0,5.0,,4.0,,,5.0,,,,,,5.0,,,,5.0,5.0,,,,,,,,,4.0,,4.0,,5.0,,,4.0,,,,4.0,,,,4.0,,4.0,,,,,,,,,,,,,,,4.0,,3.0,,4.0,,3.0,,,2.0,,,5.0,5.0,,,,4.0,,
u5295,,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
u5296,5.0,5.0,,5.0,,,,,5.0,5.0,,,,4.0,,,,,,,,5.0,,,,,5.0,4.0,,,5.0,,5.0,5.0,,1.0,,,,,,,5.0,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,1.0,,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
u5297,,,,,,,,,,4.0,,,,,,4.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5298,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,1.0,,,,,,,4.0,,,,,,,,5.0,,,,5.0,,,,,5.0,,3.0,,,,4.0,,,3.0,,,,5.0,,,,,,
u5299,,4.0,,,,,,5.0,,,,,,,,,4.0,,,,,,2.0,,,3.0,,,5.0,,,,,4.0,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,3.0,,,,,,,,,,,1.0,,,2.0,,,3.0,,,,,,,
u53,5.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,5.0,,,5.0,5.0,,5.0,,5.0,,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,,5.0,,,5.0,5.0,,5.0,,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,,5.0,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,,,3.0,,5.0,5.0,4.0,5.0,,4.0,5.0,,4.0
u530,,,5.0,3.0,5.0,,5.0,,,4.0,,,,,5.0,5.0,,,4.0,,,5.0,5.0,,,5.0,,,2.0,,4.0,,,,4.0,5.0,,,5.0,,4.0,,,,5.0,,,,5.0,,5.0,,,4.0,4.0,,5.0,1.0,,5.0,,,,,,,,4.0,,,5.0,,,4.0,3.0,5.0,,,,,5.0,,2.0,4.0,,,3.0,5.0,,4.0,,,,5.0,,,,,,
u5300,4.0,5.0,,,,5.0,4.0,5.0,5.0,2.0,,5.0,4.0,5.0,5.0,,5.0,,5.0,5.0,,4.0,,,,5.0,5.0,,5.0,5.0,,,4.0,4.0,,5.0,,,,4.0,,,,,,5.0,5.0,,5.0,4.0,4.0,,5.0,,,4.0,5.0,4.0,4.0,,4.0,,,4.0,,,5.0,,,,5.0,4.0,,,5.0,5.0,,,,,3.0,5.0,5.0,,,,3.0,2.0,4.0,5.0,5.0,,,5.0,,,,4.0,3.0,
u5301,,3.0,5.0,,5.0,,5.0,,3.0,3.0,,,,,3.0,5.0,3.0,4.0,,,,,5.0,,,5.0,3.0,4.0,2.0,,,,,4.0,,,,5.0,,3.0,,,,,3.0,,,3.0,,,,5.0,,,4.0,,5.0,,,4.0,4.0,,,,,,3.0,5.0,,5.0,,,3.0,3.0,3.0,4.0,3.0,,4.0,3.0,5.0,,4.0,,4.0,,5.0,4.0,5.0,4.0,,,,,,,,,,3.0
u5302,,,,,,,4.0,,,,,,,,,1.0,,,,4.0,,,,5.0,,,,,,,,,,3.0,,,,,,,3.0,1.0,,,,,,4.0,,,,4.0,,,,4.0,,,,,4.0,,,,,,,,,4.0,,,5.0,4.0,,,,,4.0,,,,,,,,,,,,2.0,5.0,,,,,,,,
u5303,5.0,,,5.0,,,,,,,,,,,2.0,4.0,,3.0,,,,5.0,,,,,4.0,,,4.0,5.0,,,,,,,3.0,,4.0,,,,,3.0,,,4.0,,,,,,,,,,,,,,3.0,,4.0,,,5.0,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,3.0,
u5304,,4.0,,4.0,,,,,,4.0,,,,,,4.0,,,,,,5.0,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
u5305,5.0,,5.0,5.0,,,3.0,5.0,5.0,4.0,,5.0,4.0,,,5.0,,,5.0,4.0,,5.0,3.0,4.0,,2.0,5.0,,1.0,5.0,,4.0,5.0,4.0,,,,3.0,5.0,,,,,,,5.0,,3.0,4.0,3.0,,4.0,,3.0,,5.0,,5.0,,,,,5.0,,5.0,,4.0,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,2.0,5.0,4.0,4.0,,,,4.0,4.0,
u5306,3.0,,3.0,,5.0,5.0,5.0,1.0,4.0,4.0,5.0,,4.0,5.0,,3.0,5.0,,1.0,,,4.0,5.0,3.0,,5.0,3.0,5.0,4.0,4.0,,4.0,,5.0,3.0,,5.0,3.0,,1.0,4.0,5.0,,,,,,3.0,5.0,,4.0,5.0,,,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,,5.0,,,,5.0,,,5.0,4.0,1.0,5.0,3.0,,5.0,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,1.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,,4.0
u5307,,,,,5.0,,5.0,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,
u5308,,,,,,,,4.0,,,,,,,,4.0,,4.0,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,5.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,,,,,,4.0
u5309,,,4.0,5.0,,,,,,,,,,,,,,5.0,5.0,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
u531,5.0,4.0,5.0,5.0,4.0,,4.0,,4.0,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,,5.0,5.0,4.0,,3.0,5.0,4.0,,5.0,,4.0,,4.0,4.0,,3.0,3.0,,5.0,5.0,3.0,,,,,,5.0,,4.0,3.0,5.0,,3.0,4.0,3.0,,3.0,,3.0,3.0,,4.0,4.0,3.0,4.0,3.0,,4.0,2.0,,4.0,3.0,5.0,,3.0,4.0,,3.0,,4.0,2.0,,3.0,4.0,,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,,2.0,5.0,4.0,3.0,4.0
u5310,,,,,,,,,4.0,,5.0,,,5.0,,,,4.0,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,5.0,
u5311,,5.0,,,,,,4.0,,,,1.0,5.0,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,
u5312,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,4.0,5.0,5.0,,4.0,5.0,4.0,4.0,4.0,5.0,,5.0,4.0,3.0,,4.0,5.0,,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,,5.0,4.0,
u5313,,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,4.0,
u5314,5.0,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,5.0,,,,,4.0,
u5315,,5.0,,5.0,,5.0,,,5.0,,5.0,,,5.0,,,4.0,,,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,5.0,
u5316,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,5.0,4.0,,,,,,
u5317,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,,,3.0,5.0,,3.0,,5.0,,5.0,5.0,,5.0,5.0,5.0,,2.0,5.0,5.0,3.0,5.0,2.0,,4.0,,5.0,,5.0,,5.0,2.0,5.0,,,4.0,4.0,,5.0,4.0,4.0,,4.0,5.0,3.0,4.0,4.0,,,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,,,5.0,5.0,,,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,4.0,5.0,,3.0
u5318,,,,,4.0,,5.0,,,,,,,,,,,4.0,5.0,5.0,,4.0,5.0,4.0,,5.0,,,,,,,,,,,3.0,,4.0,,,,,,4.0,,,,3.0,,4.0,,,,4.0,,5.0,,,5.0,4.0,5.0,,,,3.0,,,,,,,,,,,,,,,5.0,,,,1.0,,4.0,,,,,,,,3.0,3.0,,,,
u5319,,,5.0,,4.0,,5.0,5.0,,,,4.0,,,,,,,,,,5.0,5.0,5.0,,5.0,,,5.0,3.0,,,5.0,3.0,,,,,4.0,4.0,,,,,,,,4.0,4.0,,4.0,4.0,,,,,5.0,5.0,,,,5.0,,4.0,4.0,4.0,,3.0,3.0,,5.0,,,4.0,5.0,5.0,,,4.0,,5.0,,5.0,,,,5.0,,5.0,3.0,,4.0,5.0,5.0,,,,,,4.0
u532,,,,,,,4.0,,,,,,,,,,,,,,,4.0,5.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,5.0,,,,,,,,,2.0,,,,,,,,,,
u5320,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5321,5.0,4.0,5.0,4.0,4.0,,5.0,,4.0,4.0,,5.0,4.0,,,3.0,3.0,,3.0,,4.0,4.0,,5.0,,3.0,4.0,3.0,,3.0,4.0,,4.0,3.0,4.0,4.0,,4.0,3.0,5.0,,4.0,4.0,5.0,,4.0,4.0,,5.0,,3.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,,,2.0,3.0,,,5.0,2.0,4.0,,4.0,3.0,,,3.0,,,4.0,,,,,3.0,5.0,4.0,,,,3.0,3.0,3.0,,2.0,3.0,,2.0,5.0,3.0,4.0,3.0,,3.0
u5322,,,,,,,3.0,,5.0,4.0,,,,4.0,,,,,5.0,,,5.0,,,5.0,3.0,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,4.0,,,5.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,3.0,,4.0,3.0
u5323,,5.0,,,5.0,,3.0,5.0,,2.0,5.0,5.0,,,5.0,,5.0,4.0,,2.0,,5.0,4.0,3.0,4.0,5.0,,,5.0,,,,4.0,,,,4.0,2.0,5.0,5.0,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,4.0,5.0,,,2.0,5.0,5.0,4.0,,,,,2.0,,,,,5.0,,5.0,,,,5.0,4.0,,,,,3.0,4.0,4.0,,,,2.0,5.0,,5.0,4.0,,4.0,4.0,5.0,,,5.0,,
u5324,5.0,,5.0,,5.0,,5.0,,,5.0,,,,,,5.0,,5.0,,,,5.0,,,,4.0,5.0,5.0,,5.0,,5.0,,,,,,5.0,4.0,5.0,,,4.0,4.0,,,,,,4.0,,5.0,,,4.0,4.0,,3.0,,,,,5.0,4.0,,,5.0,,,,,1.0,4.0,,,4.0,,5.0,4.0,,4.0,,,,,,,,,,4.0,,,5.0,,,4.0,,,5.0
u5325,,,,,,4.0,,,,,,,2.0,,,1.0,,5.0,2.0,4.0,,,,,,,,,,1.0,5.0,,,,,,,,,,,1.0,,,,,,4.0,,5.0,,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,,4.0,,4.0,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,4.0
u5326,,2.0,1.0,1.0,,,,2.0,,,,1.0,,,2.0,1.0,2.0,,1.0,,,1.0,,2.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,,,2.0,1.0,,2.0,,2.0,1.0,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,1.0,3.0,3.0,,1.0,,,1.0,,,,,,
u5327,,,,,5.0,,,,,5.0,5.0,,,,,,,,,,,,,5.0,,5.0,,,5.0,,,,,,,,,,5.0,,5.0,,,,4.0,,5.0,,,,5.0,,4.0,,3.0,5.0,4.0,5.0,,4.0,4.0,4.0,,,,,5.0,,,,,,,5.0,,,,,,,4.0,5.0,,4.0,,,5.0,5.0,5.0,,,,,,,5.0,,,,
u5328,,,,,,,,,,,,4.0,,,1.0,4.0,,,,1.0,,5.0,,,4.0,,3.0,1.0,,,,,,,5.0,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
u5329,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,3.0,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,,,,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0
u533,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,,4.0,,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,,,5.0,5.0,5.0,,5.0,2.0,5.0,4.0,4.0,,5.0,,4.0,,5.0,4.0,2.0,5.0,,5.0,4.0,,5.0,5.0,3.0,3.0,5.0,,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0
u5330,,4.0,,2.0,,,,,2.0,4.0,,,4.0,,4.0,,,,,,,3.0,,,,,4.0,4.0,,5.0,,,,,,3.0,,,,5.0,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5331,,,,5.0,,,4.0,,,,,4.0,,,,5.0,,,,,5.0,4.0,,,,,,,,,,,,,,,,4.0,,,4.0,,5.0,,,,2.0,5.0,,,,4.0,,,,4.0,,,,,1.0,,,,5.0,4.0,,,,,,,5.0,3.0,,,5.0,,5.0,,,,,,,,4.0,4.0,,4.0,2.0,4.0,,,,,4.0,,,
u5332,,,,,5.0,,3.0,,,,,,,,,,,5.0,,,,,5.0,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,5.0,,,5.0,,,,,,5.0,,,5.0,,,,5.0,,,5.0,,,5.0,,3.0,,,,,,,,,,,,,,5.0,,,,,
u5333,5.0,,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,,,,4.0,,1.0,,5.0,3.0,4.0,,5.0,5.0,5.0,,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,,,4.0,4.0,4.0,,3.0,,3.0,5.0,,,4.0,,4.0,5.0,,3.0,,4.0,5.0,,3.0,,4.0,5.0,3.0,,4.0,4.0,4.0,4.0,3.0,3.0,5.0,,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,,,3.0,4.0,4.0,4.0,4.0
u5334,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,
u5335,,5.0,,5.0,5.0,4.0,4.0,5.0,,,,,,,5.0,4.0,5.0,,,,5.0,,3.0,,,3.0,,5.0,4.0,,5.0,,4.0,,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,5.0,5.0,5.0,5.0,,,,,,,4.0,4.0,3.0,5.0,,,,,4.0,5.0,,5.0,,,,,3.0,,5.0,,,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,,4.0,,,,3.0,5.0
